tmdbId,title,clean_overview
33377,Bush's Brain,examination political consultant karl rove influence george bush candidacy
41253,Damn Yankees,film adaptation george abbott broadway musical washington senators fan makes pact devil help baseball team win league pennant
33740,That's Entertainment!,various mgm stars yesterday present favorite musical moments studio 50 year history
16248,D.A.R.Y.L.,daryl normal boy many ways however unbeknown foster parents friends daryl actually robot superhuman reflexes mental abilities even name hidden meaning actually acronym data analyzing robot youth organization created deems super soldier experiment failure schedules daryl disassembled rogue scientists help escape
15613,Fire in the Sky,group men clearing brush government arrive back town claiming friend abducted aliens nobody believes despite lack motive evidence foul play friends disappearance treated murder
28421,The Invisible Man Returns,owner coal mining operation falsely imprisoned fratricide takes drug make invisible despite side effect gradual madness
8424,Jeux d'enfants,adults best friends julien sophie continue odd game started children fearless competition outdo one another daring outrageous stunts often act relieve one another pain game might way avoid fact truly meant one another
18889,Control Room,chronicle provides rare window international perception iraq war courtesy al jazeera arab world popular news outlet roundly criticized cabinet members pentagon officials reporting bias strongly condemned frequently airing civilian causalities well footage american pows station revealed continues show world everything iraq war bush administration want see
18987,The Hunchback of Notre Dame,15th century france gypsy girl framed murder infatuated chief justice deformed bellringer notre dame cathedral save
992,Sherlock Jr.,film projectionist longs detective puts meagre skills work framed rival stealing girlfriend father pocketwatch
42359,The Freshman,harold lamb excited going college working earn spending money practicing college yells learning special way introducing saw movie arrives tate university soon becomes target practical jokes ridicule help one real friend peggy resolves make every possible effort become popular
1405,Greed,lottery win forever changes lives miner turned dentist wife
939,The Jazz Singer,young jewish man torn tradition individuality family objects career jazz singer first full length feature film use synchronized sound original film musical
25768,"Steamboat Bill, Jr.",college effete son steamboat captain comes visit father seen since little
626,Un chien andalou,un chien andalou european surrealist film collaboration director luis salvador dali
27899,Little Caesar,hood shoots way top long stay
48365,Boudu sauvé des eaux,michel simon gives one memorable performances screen history boudu parisian tramp takes suicidal plunge seine rescued bookseller edouard lestingois lestingois family decides take irrepressible bum shows gratitude shaking household foundations boudu saved drowning legendary director jean renoir takes advantage host parisian locations anarchic charms lead actor create effervescent satire bourgeoisie
877,Scarface,1920s chicago italian immigrant notorious thug antonio tony camonte shoots way top mobs trying protect sister criminal life
39130,Dinner at Eight,ambitious new york socialite plans extravagant dinner party businessman husband oliver contends financial woes causing lot tension couple meanwhile friends associates including gruff dan packard sultry spouse kitty contend entanglements leading revelations dinner
